region_code,year,gdp_pc_pps,unemployment_rate,tertiary_share_25_64,std_gdp_pc_pps,std_unemployment_rate,std_tertiary_share_25_64,mahal_dist,flag_zscore,flag_mahal,flag_iforest,flag_lof,flag_ocsvm,flag_at_least_3,PC1,PC2
HR03,2022,69.0,11.2,25.1,-0.4601164194623616,0.054679611374135725,-0.7053764772128841,0.5013022876084543,False,False,False,False,False,False,-0.8055475988491236,-0.19828349077657453
HR05,2022,119.0,11.2,44.5,0.9230461315165784,0.054679611374135725,1.1396421447909715,1.4080864110818994,False,False,False,False,False,False,1.3925963945214088,0.45466555977945416
HR06,2022,59.0,5.5,20.1,-0.8574626783025423,-0.7271461539685903,-1.1808967406159396,2.091280398725075,False,False,False,False,False,False,-1.204951233883494,-1.0984412041878038
HU11,2022,163.0,10.3,55.8,1.721516433897711,-0.06876656210103137,2.2143179400818767,5.144721868548944,False,False,False,False,False,False,2.6988282204325658,0.7194310265701069
HU12,2022,66.0,5.8,32.3,-0.5729276062853496,-0.6859974294768679,-0.02062729791248444,1.3432515859541396,False,False,False,False,False,False,-0.24656638324419283,-0.650751310440147
HU21,2022,70.0,1.6,22.6,-0.42360019479592387,-1.262079572360982,-0.9431366089144119,2.520932459545948,False,False,False,False,False,False,-0.6069235989465612,-1.514354149922907
HU22,2022,70.0,7.5,22.8,-0.42360019479592387,-0.4528213240237741,-0.9241157983782897,1.0624083705498981,False,False,False,False,False,False,-0.7972229419430968,-0.7502104438137579
HU23,2022,52.0,13.6,22.0,-1.1779751668551957,0.3838694073079152,-1.0001990405227787,1.554650165861734,False,False,False,False,False,False,-1.5904529283509738,0.0042695549493394
HU31,2022,49.0,13.3,20.0,-1.3287819335769917,0.34272068281619295,-1.1904071458840009,2.020961576399084,False,False,False,False,False,False,-1.8125537138197685,-0.10157928621007381
HU32,2022,49.0,17.5,20.8,-1.3287819335769917,0.9188028257003068,-1.1143239037395118,2.4284819764398646,False,False,False,False,False,False,-1.9066437116682091,0.46440578288131035
HU33,2022,55.0,13.2,22.8,-1.0356294209224073,0.3290044413189519,-0.9241157983782897,1.241013510201722,False,False,False,False,False,False,-1.425763820804912,-0.019946925507590627
IE04,2022,102.0,4.8,49.6,0.5318373214458318,-0.823159844449276,1.6246728134620882,3.9920193859152504,False,False,False,False,False,False,1.6570844082353136,-0.19718020751260618
IE05,2022,269.0,8.0,50.5,2.9928726605953546,-0.38424011653757006,1.710266460874638,9.077594438585537,False,False,True,False,False,False,3.3429434724459095,0.2498347171945404
IE06,2022,265.0,11.1,57.0,2.954851967014604,0.040963369876894966,2.32844280329861,9.587591845766115,False,False,True,False,True,False,3.618448136911682,0.865351846966508
IS00,2022,,7.3,42.9,0.03910161984113383,-0.48025380701825576,0.9874756605019935,1.9547157159253792,False,False,False,False,False,False,0.8013311105676189,-0.10176800588730274
ITC1,2022,100.0,9.6,19.9,0.48158154398514297,-0.1647802525817172,-1.1999175511520621,3.7897020970075,False,False,False,False,False,False,-0.4121883800745619,-0.5754771003465122
ITC2,2022,127.0,5.4,19.6,1.0881667197666856,-0.7408623954658311,-1.2284487669562452,6.765843380678004,False,False,False,False,False,False,0.1420488551281552,-1.1232271163502099
ITC3,2022,102.0,11.5,22.3,0.5318373214458318,0.09582833586585825,-0.9716678247185953,3.1631079042961026,False,False,False,False,False,False,-0.2910007968881222,-0.2510738837784977
ITC4,2022,133.0,6.4,21.8,1.2053183109814618,-0.603699980493423,-1.0192198510589008,6.235988860984302,False,False,False,False,False,False,0.32887769832504954,-0.9208982358175359
ITF1,2022,83.0,11.1,21.6,0.008708037056967306,0.040963369876894966,-1.038240661595023,1.7844625511280003,False,False,False,False,False,False,-0.6909968762319939,-0.3271520204995774
ITF2,2022,72.0,15.1,20.2,-0.3521071902296105,0.5896130297665274,-1.1713863353478788,2.119551476087616,False,False,False,False,False,False,-1.1716279849260287,0.13860864901542747
ITF3,2022,63.0,25.3,16.9,-0.6909876757017978,1.9886696624850901,-1.4852297091938955,6.871521843873942,False,False,False,False,False,False,-1.9695029330826634,1.3367701181494283
ITF4,2022,64.0,14.1,16.2,-0.6510209626326184,0.45245061479411924,-1.5518025460703233,2.8627460955279416,False,False,False,False,False,False,-1.6001667815405722,-0.12443474868838802
ITF5,2022,75.0,6.6,17.5,-0.24850775155779084,-0.5762674974989415,-1.4281672775855287,2.7704080184109117,False,False,False,False,False,False,-0.9760042410500887,-1.0427740540686448
ITF6,2022,57.0,16.7,16.6,-0.9449828625781536,0.8090728937223802,-1.5137609249980786,2.978560575873871,False,False,False,False,False,False,-1.8721548924369935,0.2220240853931454
ITG1,2022,61.0,22.9,15.2,-0.7728603832006515,1.6594798665513104,-1.6469065987509344,6.053342539868028,False,False,False,False,False,False,-2.0517980412981283,0.971535629504459
ITG2,2022,71.0,14.7,17.9,-0.3876019482574759,0.5347480637775641,-1.3901256565132845,2.768850072594976,False,False,False,False,False,False,-1.3276721701501397,0.010161321341718288
ITH1,2022,162.0,3.2,18.1,1.7058989456622664,-1.042619708405129,-1.371104845977162,11.966926895627516,False,False,False,True,True,False,0.5598870455121712,-1.454365679521076
ITH2,2022,127.0,4.9,21.4,1.0881667197666856,-0.8094436029520351,-1.0572614721311455,5.8332777455008875,False,False,False,False,False,False,0.27249679155009776,-1.1271508173731961
ITH3,2022,110.0,6.4,19.7,0.7234629425664638,-0.603699980493423,-1.2189383616881844,4.830602124411495,False,False,False,False,False,False,-0.14379074074647358,-0.9923964745666254
ITH4,2022,104.0,7.7,21.3,0.5811171966336743,-0.4253888410292925,-1.0667718773992063,3.488860970765229,False,False,False,False,False,False,-0.18842219867233714,-0.7722814949561082
ITH5,2022,118.0,7.0,22.8,0.9016296851863288,-0.5214025315099782,-0.9241157983782897,4.192452259619644,False,False,False,False,False,False,0.15654092554437193,-0.8111362745454594
ITI1,2022,103.0,8.0,21.5,0.5565968722664661,-0.38424011653757006,-1.0477510668630843,3.313646824504612,False,False,False,False,False,False,-0.20348354072266947,-0.7271313184969311
ITI2,2022,83.0,10.2,22.5,0.008708037056967306,-0.08248280359827237,-0.9526470141824731,1.4564205954391363,False,False,False,False,False,False,-0.6034213722896047,-0.4125614659066576
ITI3,2022,90.0,8.3,22.6,0.2141940630792691,-0.34309139204584754,-0.9431366089144119,1.8554078397966882,False,False,False,False,False,False,-0.38657250847933455,-0.6526308487916589
ITI4,2022,115.0,11.0,26.7,0.8362741293894496,0.027247128379654203,-0.5532099929239065,2.6632582738210995,False,False,False,False,False,False,0.21818937778082187,-0.16719564065787387
LT01,2022,131.0,14.9,62.1,1.166865547625658,0.5621805467720459,2.8134734719697274,8.511372981176999,False,False,True,False,True,False,2.5450541732815357,1.5195505344008524
LT02,2022,70.0,16.9,39.7,-0.42360019479592387,0.8365053767168618,0.6831426919240383,1.8813656439738666,False,False,False,False,True,False,-0.057127112807224295,1.0224080405995228
LU00,2022,252.0,8.7,52.3,2.8271970512759443,-0.28822642605688453,1.881453755699738,8.150603314931109,False,False,True,False,False,False,3.31504027881669,0.39955998219417244
LV00,2022,69.0,14.9,39.5,-0.4601164194623616,0.5621805467720459,0.6641218813879158,1.6756377246889087,False,False,False,False,False,False,-0.026743838445762155,0.7588599482641818
ME00,2022,49.0,,,-1.3287819335769917,-0.1922127355761987,-0.06817932425278966,3.0635073006061453,False,False,False,False,False,False,-0.9359986776014018,-0.2071827846112376
MK00,2022,42.0,,,-1.7199907436477362,-0.1922127355761987,-0.06817932425278966,5.100849037217547,False,False,False,False,False,False,-1.2124749243572035,-0.20814650480533686
MT00,2022,105.0,4.4,31.8,0.6054028731500134,-0.8780248104382392,-0.06817932425278966,1.1190723918160006,False,False,False,False,False,False,0.6028690171424917,-0.8443226087383957
NL11,2022,140.0,7.2,42.4,1.335492168692945,-0.49397004851549653,0.939923634161688,1.8648525176774677,False,False,False,False,False,False,1.6894992007619931,-0.1281532802667084
NL12,2022,101.0,6.4,34.1,0.5068338302367518,-0.603699980493423,0.15055999691261598,0.5206239479277583,False,False,False,False,False,False,0.6091480717649341,-0.5107960750975887
NL13,2022,94.0,4.7,36.6,0.32455205122957625,-0.8368760859465167,0.3883201286141438,0.8660938575203287,False,False,False,False,False,False,0.696081060328597,-0.6457888429637181
NL21,2022,114.0,4.6,40.9,0.8141095009107175,-0.8505923274437577,0.7972675551407713,1.3909338071639106,False,False,False,False,False,False,1.316053537221532,-0.5134503529425926
NL22,2022,113.0,6.0,42.4,0.7917495868461654,-0.6585649464823863,0.939923634161688,1.3248192280399322,False,False,False,False,False,False,1.3464882095499617,-0.2835498568218314
NL23,2022,102.0,6.6,35.9,0.5318373214458318,-0.5762674974989415,0.3217472917377157,0.5088355404700128,False,False,False,False,False,False,0.7331956647763547,-0.4247915408146378
NL31,2022,,6.0,56.1,0.03910161984113383,-0.6585649464823863,2.2428491558860606,9.090628578212648,False,False,False,True,False,False,1.6765667962808062,0.17329301930755125
NL32,2022,175.0,5.8,51.6,1.9017934220018269,-0.6859974294768679,1.8148809188233106,4.490297202737163,False,False,False,False,False,False,2.716715130361497,0.0015385779163780032
NL33,2022,,6.4,45.7,0.03910161984113383,-0.603699980493423,1.253767008007705,3.170312038990355,False,False,False,False,False,False,1.0084529756521041,-0.12356254156154525
NL34,2022,110.0,3.3,32.1,0.7234629425664638,-1.0289034669078883,-0.03964810844860626,1.5136194665855418,False,False,False,False,False,False,0.7430061954991503,-0.9752063219256041
NL35,2022,159.0,,,1.6584614181627928,-0.1922127355761987,-0.06817932425278966,4.720131558268881,False,False,False,False,False,False,1.1751547749138538,-0.19982388402247075
NL36,2022,129.0,,,1.1278211801342382,-0.1922127355761987,-0.06817932425278966,2.202448604342503,False,False,False,False,False,False,0.8001391372005574,-0.20113108544540723
NL41,2022,136.0,4.6,43.0,1.2619266169887657,-0.8505923274437577,0.9969860657700548,2.090875022019177,False,False,False,False,False,False,1.7646663619766367,-0.4420359654522285
NL42,2022,111.0,6.3,37.8,0.7464299212982487,-0.6174162219906639,0.5024449918308767,0.7908622870944384,False,False,False,False,False,False,1.0147156358853948,-0.39916226923626996
NO02,2022,,,39.2,0.03910161984113383,-0.1922127355761987,0.6355906655837328,0.6956096811063407,False,False,False,False,False,False,0.496317648126244,0.04395024976121434
NO06,2022,,2.5,47.3,0.03910161984113383,-1.1386333988858146,1.4059334922966824,5.196561696991706,False,False,False,False,True,False,1.2432328099497445,-0.5706776606337307
NO07,2022,,2.2,42.9,0.03910161984113383,-1.1797821233775372,0.9874756605019935,3.512212863717289,False,False,False,False,True,False,0.9767046986141281,-0.7565106735296007
NO08,2022,,9.8,51.9,0.03910161984113383,-0.1373477695872354,1.8434121346274936,5.485468156812636,False,False,False,False,False,False,1.281635902435657,0.5205180651176663
NO09,2022,,8.4,42.3,0.03910161984113383,-0.3293751505486068,0.9304132288936268,1.5770910882183962,False,False,False,False,False,False,0.7257539522485251,0.01936208199607407
NO0A,2022,,6.9,48.6,0.03910161984113383,-0.535118773007219,1.5295687607814772,4.335703718760415,False,False,False,False,False,False,1.1737249852132412,0.03772435722161744
PL21,2022,70.0,3.3,36.2,-0.42360019479592387,-1.0289034669078883,0.35027850754189943,2.459850667696968,False,False,False,False,False,False,0.19031880759890396,-0.840757766480779
PL22,2022,82.0,2.5,33.0,-0.022053961758808444,-1.1386333988858146,0.04594553896394361,1.4583836893457083,False,False,False,False,False,False,0.30026909109368394,-1.0496142134271425
PL41,2022,82.0,2.5,28.9,-0.022053961758808444,-1.1386333988858146,-0.3439810770265621,1.4252008465644044,False,False,False,False,False,False,0.04230062757652922,-1.186888492324318
PL42,2022,64.0,2.4,33.0,-0.6510209626326184,-1.1523496403830553,0.04594553896394361,2.831572544142568,False,False,False,False,False,False,-0.14079762932914924,-1.0640017286449182
PL43,2022,64.0,,28.8,-0.6510209626326184,-0.1922127355761987,-0.353491482294623,0.5576973407742531,False,False,False,False,False,False,-0.6457668529289705,-0.3059577541180672
PL51,2022,84.0,15.5,36.1,0.03910161984113383,0.6444779957554907,0.3407681022738382,0.533141561732144,False,False,False,False,False,False,0.09150775595745352,0.7232810851686522
PL52,2022,64.0,2.7,28.0,-0.6510209626326184,-1.1112009158913332,-0.429574724439112,2.126118114306672,False,False,False,False,False,False,-0.46570940995969196,-1.1928951112694015
PL61,2022,65.0,4.8,28.2,-0.6116739135463172,-0.823159844449276,-0.41055391390298984,1.3635634911213568,False,False,False,False,False,False,-0.49753077352341823,-0.9165019538400325
PL62,2022,56.0,3.4,28.0,-0.9899014481048034,-1.0151872254106473,-0.429574724439112,2.7891076049368757,False,False,False,False,False,False,-0.7292749130945536,-1.1038632830167039
PL63,2022,77.0,2.6,38.6,-0.181718796214603,-1.124917157388574,0.578528233975366,2.644300043001513,False,False,False,False,False,False,0.5363387591584963,-0.8496728709012703
PL71,2022,74.0,3.8,30.4,-0.28257314664768857,-0.9603222594216841,-0.20132499800564543,1.2069847786476324,False,False,False,False,False,False,-0.09213862622038331,-0.9704127792645835
PL72,2022,57.0,4.7,30.9,-0.9449828625781536,-0.8368760859465167,-0.15377297166533987,2.5728783218839,False,False,False,False,False,False,-0.5597674904190915,-0.8397609977264177
PL81,2022,55.0,5.6,29.8,-1.0356294209224073,-0.7134299124713496,-0.2583874296140119,2.424340605112516,False,False,False,False,False,False,-0.7239888255351058,-0.7612711611414904
PL82,2022,55.0,5.4,30.6,-1.0356294209224073,-0.7408623954658311,-0.18230418746952293,2.6196693613502906,False,False,False,False,False,False,-0.666776119970872,-0.7601621190356179
PL84,2022,61.0,2.5,34.7,-0.7728603832006515,-1.1386333988858146,0.20762242852098278,3.6116301757381866,False,False,False,False,False,False,-0.12338050896952714,-0.9945451780171913
PL91,2022,152.0,3.1,57.7,1.5441987964536492,-1.05633594990237,2.3950156401750387,6.872641644348355,False,False,False,False,True,False,2.940646378596768,-0.1417334650163393
PL92,2022,74.0,4.0,29.7,-0.28257314664768857,-0.9328897764272025,-0.26789783488207314,1.1305656797857748,False,False,False,False,False,False,-0.14305941804029618,-0.9681736682266222
PT11,2022,66.0,6.1,25.8,-0.5729276062853496,-0.6448487049851456,-0.6388036403364563,1.0155671966325446,False,False,False,False,False,False,-0.665856870039548,-0.8298669902221333
PT15,2022,84.0,7.1,25.3,0.03910161984113383,-0.5076862900127375,-0.686355666676762,0.9250034990780907,False,False,False,False,False,False,-0.2991683128231826,-0.7167191422468024
PT16,2022,,4.8,,0.03910161984113383,-0.823159844449276,-0.06817932425278966,0.7014068980534011,False,False,False,False,False,False,0.1888961300688431,-0.794365292912776
PT17,2022,,11.0,,0.03910161984113383,0.027247128379654203,-0.06817932425278966,0.018080891180402514,False,False,False,False,False,False,-0.024303133830834742,0.0015963814758999332
PT18,2022,,5.1,,0.03910161984113383,-0.7820111199575536,-0.06817932425278966,0.6321588131359364,False,False,False,False,False,False,0.17858003665434255,-0.755851018345582
PT19,2022,68.0,4.1,30.6,-0.4971657465001054,-0.9191735349299617,-0.18230418746952293,1.48173408273544,False,False,False,False,False,False,-0.24152840869868594,-0.9257308348224468
PT1A,2022,120.0,9.6,41.5,0.9442833586222007,-0.1647802525817172,0.8543299867491381,1.0197113779109133,False,False,False,False,False,False,1.2738669829912996,0.14886381778224228
PT1B,2022,53.0,14.2,32.4,-1.1296340132720168,0.46616685629136,-0.011116892644423195,1.9846492981017394,False,False,False,False,False,False,-0.9225622828028104,0.42962511666808406
PT1C,2022,74.0,5.7,22.3,-0.28257314664768857,-0.6997136709741086,-0.9716678247185953,1.4723071016404587,False,False,False,False,False,False,-0.6671188978022082,-0.9976894449895384
PT1D,2022,60.0,5.8,22.7,-0.8148090048666704,-0.6859974294768679,-0.933626203646351,1.6280162260832143,False,False,False,False,False,False,-1.0215332397610515,-0.9727698730324568
PT20,2022,67.0,7.6,16.6,-0.5347639723891894,-0.43910508252653335,-1.5137609249980786,2.618461623341358,False,False,False,False,False,False,-1.2693222854220547,-0.9452316927221293
PT30,2022,82.0,6.8,22.2,-0.022053961758808444,-0.5488350145044598,-0.9811782299866565,1.6038256138563949,False,False,False,False,False,False,-0.5271215989008083,-0.8591768174980515
RO11,2022,67.0,8.3,18.2,-0.5347639723891894,-0.34309139204584754,-1.361594440709101,2.047107103330533,False,False,False,False,False,False,-1.192722550146756,-0.8017946017640064
RO12,2022,66.0,22.4,18.9,-0.5729276062853496,1.5908986590651064,-1.2950216038326732,4.744054696149209,False,False,False,False,False,False,-1.660506660585549,1.031719361004226
RO21,2022,44.0,11.3,14.0,-1.601930674231288,0.06839585287137673,-1.7610314619676677,3.578117962678553,False,False,False,False,False,False,-2.314335067867625,-0.5599031913544766
RO22,2022,58.0,16.7,14.0,-0.9008455095739948,0.8090728937223802,-1.7610314619676677,3.948799609503374,False,False,False,False,False,False,-2.004551769194139,0.1350808334604437
RO31,2022,57.0,16.7,13.7,-0.9449828625781536,0.8090728937223802,-1.789562677771851,4.019831940887454,False,False,False,False,True,False,-2.054620391022298,0.12492764422197257
RO32,2022,179.0,3.1,42.2,1.9591480399772392,-1.05633594990237,0.9209028236255662,4.281787164877374,False,False,False,False,False,False,2.2586539042947775,-0.6596749989367506
RO41,2022,59.0,22.4,17.6,-0.8574626783025423,1.5908986590651064,-1.4186568723174675,4.748995422151296,False,False,False,False,False,False,-1.943389006508379,0.987492434501619
RO42,2022,74.0,3.8,18.3,-0.28257314664768857,-0.9603222594216841,-1.3520840354410397,2.925013963756091,False,False,False,False,False,False,-0.8534601892832053,-1.375539309668442
RS11,2022,74.0,14.7,42.7,-0.28257314664768857,0.5347480637775641,0.9684548499658717,2.1728456465103254,False,False,False,False,False,False,0.30694870360422793,0.8407620333683244
RS12,2022,44.0,13.3,21.4,-1.601930674231288,0.34272068281619295,-1.0572614721311455,2.5795256898032832,False,False,False,False,False,False,-1.917507406884553,-0.055378028262834444
RS21,2022,30.0,10.5,18.8,-2.5739013683555405,-0.04133407910654985,-1.3045320091007342,7.21730806680968,False,False,False,False,False,False,-2.6717276280204443,-0.5042909660121279
RS22,2022,34.0,14.4,21.0,-2.2562581099889765,0.49359933928584176,-1.0953030932033898,5.205909140627041,False,False,False,False,False,False,-2.442928957455045,0.07083646825365798
SE11,2022,155.0,23.8,57.4,1.593799733547071,1.782926040026478,2.3664844243708547,9.353032023634405,False,False,True,True,False,False,2.245014312657631,2.5058292097177617
SE12,2022,99.0,31.5,45.4,0.45607546166058993,2.8390766353140204,1.2252357922035213,9.795187366808875,False,False,False,True,True,False,0.4211490715665002,3.0897811619830144
SE21,2022,99.0,21.8,40.3,0.45607546166058993,1.5086012100816617,0.7402051235324045,3.0379601838341483,False,False,False,False,False,False,0.43381515767498796,1.6737304739748977
SE22,2022,98.0,28.1,49.2,0.43031042991188045,2.3727244244078327,1.586631192389844,8.163294984096183,False,False,False,True,False,False,0.7589487798102649,2.7804523990270935
SE23,2022,111.0,21.0,48.8,0.7464299212982487,1.3988712781037351,1.548589571317599,4.392703513559808,False,False,False,False,False,False,1.2013375704501614,1.8563340303779257
SE31,2022,94.0,25.1,38.3,0.32455205122957625,1.9612371794906085,0.5499970181711823,4.476858571976356,False,False,False,False,False,False,0.10154924179601439,2.0301004310506436
SE32,2022,104.0,23.2,42.9,0.5811171966336743,1.700628591043033,0.9874756605019935,4.1077153189914695,False,False,False,False,False,False,0.6376330103517706,1.940823770083627
SE33,2022,122.0,19.5,43.8,0.9862319802882196,1.1931276556451231,1.0730693079145435,3.2133017780641766,False,False,False,False,False,False,1.1077959703456777,1.49694573880219
SI03,2022,72.0,10.5,35.7,-0.3521071902296105,-0.04133407910654985,0.3027264812015939,0.5974085575372318,False,False,False,False,False,False,-0.038201255533955814,0.06702017627931897
SI04,2022,107.0,7.7,45.1,0.6532879509247456,-0.4253888410292925,1.1967045763993382,1.6562000465080207,False,False,False,False,False,False,1.360058001301845,0.024756741739988732
SK01,2022,150.0,2.3,47.0,1.5105846119310802,-1.1660658818802963,1.3774022764924991,3.5491859837468085,False,False,False,False,False,False,2.2711652745361075,-0.6027733901779945
SK02,2022,64.0,16.6,24.8,-0.6510209626326184,0.7953566522251397,-0.7339076930170675,1.1702935848600864,False,False,False,False,False,False,-1.1450296446498174,0.4844587097412471
SK03,2022,61.0,41.6,26.6,-0.7728603832006515,4.224417026535342,-0.5627203981919674,18.609663488677082,True,True,True,True,True,True,-1.9775563639494191,3.753948202589909
SK04,2022,53.0,63.2,28.2,-1.1296340132720168,7.187125189939358,-0.41055391390298984,52.73752294776383,True,True,True,True,True,True,-2.8717845844327075,6.579667530602095
TR10,2022,111.0,9.4,28.2,0.7464299212982487,-0.1922127355761987,-0.41055391390298984,1.7459934788402958,False,False,False,False,False,False,0.30409228448075515,-0.32260413384995207
TR21,2022,85.0,7.2,20.4,0.06913550680877417,-0.49397004851549653,-1.1523655248117566,2.298338666050187,False,False,False,False,False,False,-0.5896851467149364,-0.867866568035158
TR22,2022,62.0,5.1,23.4,-0.7315938832506796,-0.7820111199575536,-0.8670533667699233,1.6201501800637852,False,False,False,False,False,False,-0.8946089221656097,-1.0389944460609104
TR31,2022,84.0,13.0,27.7,0.03910161984113383,0.3015719583244704,-0.4581059402432954,0.5501843102851014,False,False,False,False,False,False,-0.3510455534446597,0.12108393302668455
TR32,2022,60.0,7.2,24.6,-0.8148090048666704,-0.49397004851549653,-0.7529285035531896,1.1938854712406932,False,False,False,False,False,False,-0.9501286478866243,-0.7294216819860474
TR33,2022,57.0,4.8,18.0,-0.9449828625781536,-0.823159844449276,-1.3806152512452232,2.7413739293322608,False,False,False,False,True,False,-1.374863061241314,-1.2588346617585466
TR41,2022,74.0,7.8,25.4,-0.28257314664768857,-0.4116725995320517,-0.676845261408701,0.6305289422335691,False,False,False,False,False,False,-0.544282225629766,-0.6242967755603407
TR42,2022,90.0,9.3,21.9,0.2141940630792691,-0.20592897707343946,-1.00970944579084,2.088828409584848,False,False,False,False,False,False,-0.4650028827379158,-0.5476870055745139
TR51,2022,89.0,12.3,33.6,0.18583808283673217,0.20555826784378484,0.10300797057231041,0.10233386718633304,False,False,False,False,False,False,0.14795026901885727,0.22911980461467635
TR52,2022,55.0,5.5,19.0,-1.0356294209224073,-0.7271461539685903,-1.285511198564612,2.494250752636573,False,False,False,False,False,False,-1.4000768121169236,-1.135709792197911
TR61,2022,68.0,8.0,26.7,-0.4971657465001054,-0.38424011653757006,-0.5532099929239065,0.5618095787666552,False,False,False,False,False,False,-0.621022259115706,-0.5556232380584332
TR62,2022,57.0,11.2,21.4,-0.9449828625781536,0.054679611374135725,-1.0572614721311455,1.2702252165395762,False,False,False,False,False,False,-1.3810146534437502,-0.3233595974347345
TR63,2022,45.0,12.2,19.9,-1.544898300409602,0.19184202634654382,-1.1999175511520621,2.5116547897884303,False,False,False,False,False,False,-1.9337543493682101,-0.24667883622451178
TR71,2022,51.0,7.3,20.1,-1.2272550420430381,-0.48025380701825576,-1.1808967406159396,2.2929996806583586,False,False,False,False,False,False,-1.5281885468638783,-0.8682665188064206
TR72,2022,50.0,8.0,22.3,-1.2775108195037292,-0.38424011653757006,-0.9716678247185953,2.1288915750530735,False,False,False,False,False,False,-1.449354240737232,-0.7048643111757439
TR81,2022,53.0,9.8,19.7,-1.1296340132720168,-0.1373477695872354,-1.2189383616881844,1.8161212923610215,False,False,False,False,False,False,-1.5703326249188831,-0.5604663595842878
TR82,2022,48.0,5.3,20.0,-1.381110258175549,-0.7545786369630719,-1.1904071458840009,3.1782053990690313,False,False,False,False,False,False,-1.5744395176878605,-1.1287555157919247
TR83,2022,40.0,5.4,19.1,-1.8438120728126088,-0.7408623954658311,-1.2760007932965507,4.814828335862122,False,False,False,False,False,False,-1.9615074334841422,-1.1471906416247373
TR90,2022,38.0,5.8,21.1,-1.9739859305240932,-0.6859974294768679,-1.0857926879353286,5.3632670607145405,False,False,False,False,False,False,-1.9414208033625782,-1.029195888400408
TRA1,2022,40.0,6.7,20.6,-1.8438120728126088,-0.5625512560017006,-1.133344714275634,4.4346670465099445,False,False,False,False,False,False,-1.9118317987821654,-0.9300731546760603
TRA2,2022,28.0,12.3,13.6,-2.748993811593676,0.20555826784378484,-1.799073083039912,7.751962772204837,False,False,True,True,False,False,-3.1845455523106443,-0.4477406121581811
TRB1,2022,37.0,6.0,21.6,-2.0416655101365606,-0.6585649464823863,-1.038240661595023,5.692423129215952,False,False,False,False,False,False,-1.9646693428306612,-0.9869456643520481
TRB2,2022,25.0,16.6,13.1,-3.0366031829926006,0.7953566522251397,-1.8466251093802175,9.23479134039694,True,False,True,True,True,True,-3.5671292718341374,0.08684804859492926
TRC1,2022,50.0,8.8,18.3,-1.2775108195037292,-0.2745101845596435,-1.3520840354410397,2.37600201656121,False,False,False,False,False,False,-1.7285403729487339,-0.7360857047499015
TRC2,2022,26.0,10.8,15.1,-2.9370675303440668,-0.00018535461482731773,-1.6564170040189952,9.16307938859482,False,False,True,True,False,False,-3.171502393577479,-0.5905529965251878
TRC3,2022,35.0,16.7,14.9,-2.182692558284796,0.8090728937223802,-1.6754378145551176,5.133868249188568,False,False,False,False,False,False,-2.853835281192833,0.16205645596113888
